Time FPGA: 263.38 ms.
Time CPU: 7.88092 ms.
Error at index 0 ; gold=0; out=0.334622
Error at index 1323 ; gold=0; out=0.169641
Error at index 1324 ; gold=0; out=0.715189
Error at index 1325 ; gold=0; out=0.655722
Error at index 1326 ; gold=0; out=0.558272
Error at index 1327 ; gold=0; out=0.176934
Error at index 1328 ; gold=0; out=0.429648
Error at index 1329 ; gold=0; out=0.00214659
Error at index 1330 ; gold=0; out=0.502063
Error at index 1331 ; gold=0; out=0.389831
Error at index 1332 ; gold=0; out=0.402633
Error at index 1333 ; gold=0; out=0.931774
Error at index 1334 ; gold=0; out=0.505339
Error at index 1335 ; gold=0; out=0.150151
Error at index 1336 ; gold=0; out=0.737538
Error at index 1337 ; gold=0; out=0.131471
Error at index 1338 ; gold=0; out=0.668071
Error at index 1339 ; gold=0; out=0.0837282
Error at index 1340 ; gold=0; out=0.894933
Error at index 1341 ; gold=0; out=0.782899
Error at index 1342 ; gold=0; out=0.999909
Error at index 1343 ; gold=0; out=0.0117807
Error at index 1344 ; gold=0; out=0.333126
Error at index 1345 ; gold=0; out=0.386412
Error at index 1346 ; gold=0; out=0.682919
Error at index 1347 ; gold=0; out=0.475685
Error at index 1348 ; gold=0; out=0.770037
Error at index 1349 ; gold=0; out=0.00705273
Error at index 1350 ; gold=0; out=0.672263
Error at index 1351 ; gold=0; out=0.656744
Error at index 1352 ; gold=0; out=0.211247
Error at index 1353 ; gold=0; out=0.0218037
Error at index 1354 ; gold=0; out=0.826385
Error at index 1355 ; gold=0; out=0.926436
Error at index 1356 ; gold=0; out=0.677526
Error at index 1357 ; gold=0; out=0.384657
Error at index 1358 ; gold=0; out=0.10337
Error at index 1359 ; gold=0; out=0.107173
Error at index 1360 ; gold=0; out=0.386804
Error at index 1361 ; gold=0; out=0.605433
Error at index 1362 ; gold=0; out=0.497004
Error at index 1363 ; gold=0; out=0.789437
Error at index 1364 ; gold=0; out=0.537208
Error at index 1365 ; gold=0; out=0.00234322
Error at index 1366 ; gold=0; out=0.939587
Error at index 1367 ; gold=0; out=0.274745
Error at index 1368 ; gold=0; out=0.133815
Error at index 1369 ; gold=0; out=0.607658
Error at index 1370 ; gold=0; out=0.358473
Error at index 1371 ; gold=0; out=0.0287474
Error at index 1372 ; gold=0; out=0.390557
Error at index 1373 ; gold=0; out=0.358382
Error at index 1374 ; gold=0; out=0.0405282
Error at index 1375 ; gold=0; out=0.723683
Error at index 1376 ; gold=0; out=0.744794
Error at index 1377 ; gold=0; out=0.723447
Error at index 1378 ; gold=0; out=0.199367
Error at index 1379 ; gold=0; out=0.514831
Error at index 1380 ; gold=0; out=0.7305
Error at index 1381 ; gold=0; out=0.87163
Error at index 1382 ; gold=0; out=0.171575
Error at index 1383 ; gold=0; out=0.941746
Error at index 1384 ; gold=0; out=0.893434
Error at index 1385 ; gold=0; out=0.99796
Error at index 1386 ; gold=0; out=0.868182
Error at index 1387 ; gold=0; out=0.570959
Error at index 1388 ; gold=0; out=0.382618
Error at index 1389 ; gold=0; out=0.971552
Error at index 1390 ; gold=0; out=0.678133
Error at index 1391 ; gold=0; out=0.769421
Error at index 1392 ; gold=0; out=0.576985
Error at index 1393 ; gold=0; out=0.175137
Error at index 1394 ; gold=0; out=0.558858
Error at index 1395 ; gold=0; out=0.114193
Error at index 1396 ; gold=0; out=0.17748
Error at index 1397 ; gold=0; out=0.498446
Error at index 1398 ; gold=0; out=0.388938
Error at index 1399 ; gold=0; out=0.311295
Error at index 1400 ; gold=0; out=0.106104
Error at index 1401 ; gold=0; out=0.747412
Error at index 1402 ; gold=0; out=0.340042
Error at index 1403 ; gold=0; out=0.49666
Error at index 1404 ; gold=0; out=0.105794
Error at index 1405 ; gold=0; out=0.38057
Error at index 1406 ; gold=0; out=0.220343
Error at index 1407 ; gold=0; out=0.850588
Error at index 1408 ; gold=0; out=0.104017
Error at index 1409 ; gold=0; out=0.41971
Error at index 1410 ; gold=0; out=0.365419
Error at index 1411 ; gold=0; out=0.834517
Error at index 1412 ; gold=0; out=0.29134
Error at index 1413 ; gold=0; out=0.536994
Error at index 1414 ; gold=0; out=0.776263
Error at index 1415 ; gold=0; out=0.184774
Error at index 1416 ; gold=0; out=0.534954
Error at index 1417 ; gold=0; out=0.644445
Error at index 1418 ; gold=0; out=0.755734
Error at index 1419 ; gold=0; out=0.917572
Error at index 1420 ; gold=0; out=0.615997
Error at index 1421 ; gold=0; out=0.433867
Error at index 1422 ; gold=0; out=0.686993
Error at index 1423 ; gold=0; out=0.192983
Error at index 1424 ; gold=0; out=0.609003
Error at index 1425 ; gold=0; out=0.245851
Error at index 1426 ; gold=0; out=0.307176
Error at index 1427 ; gold=0; out=0.786483
Error at index 1428 ; gold=0; out=0.744297
Error at index 1429 ; gold=0; out=0.696114
Error at index 1430 ; gold=0; out=0.0977776
Error at index 1431 ; gold=0; out=0.850401
Error at index 1432 ; gold=0; out=0.443526
Error at index 1433 ; gold=0; out=0.43782
Error at index 1434 ; gold=0; out=0.347061
Error at index 1435 ; gold=0; out=0.54932
Error at index 1436 ; gold=0; out=0.81839
Error at index 1437 ; gold=0; out=0.567404
Error at index 1438 ; gold=0; out=0.399908
Error at index 1439 ; gold=0; out=0.922407
Error at index 1440 ; gold=0; out=0.987114
Error at index 1441 ; gold=0; out=0.765327
Error at index 1442 ; gold=0; out=0.756924
Error at index 1443 ; gold=0; out=0.278454
Error at index 1444 ; gold=0; out=0.30232
Error at index 1445 ; gold=0; out=0.533187
Error at index 1446 ; gold=0; out=0.463229
Error at index 1447 ; gold=0; out=0.837275
Error at index 1448 ; gold=0; out=0.177632
Error at index 1449 ; gold=0; out=0.218963
Error at index 1450 ; gold=0; out=0.754847
Error at index 1451 ; gold=0; out=0.79363
Error at index 1452 ; gold=0; out=0.652829
Error at index 1453 ; gold=0; out=0.44184
Error at index 1454 ; gold=0; out=0.986613
Error at index 1455 ; gold=0; out=0.261832
Error at index 1456 ; gold=0; out=0.687691
Error at index 1457 ; gold=0; out=0.293789
Error at index 1458 ; gold=0; out=0.0483154
Error at index 1459 ; gold=0; out=0.431988
Error at index 1460 ; gold=0; out=0.989903
Error at index 1461 ; gold=0; out=0.146093
Error at index 1462 ; gold=0; out=0.282389
Error at index 1463 ; gold=0; out=0.433428
Error at index 1464 ; gold=0; out=0.583913
Error at index 1465 ; gold=0; out=0.62945
Error at index 1466 ; gold=0; out=0.982748
Error at index 1467 ; gold=0; out=0.402302
Error at index 1468 ; gold=0; out=0.196853
Error at index 1469 ; gold=0; out=0.382656
Error at index 1470 ; gold=0; out=0.324709
Error at index 1471 ; gold=0; out=0.183967
Error at index 1472 ; gold=0; out=0.147982
Error at index 1473 ; gold=0; out=0.0816327
Error at index 1474 ; gold=0; out=0.462422
Error at index 1475 ; gold=0; out=0.450303
Error at index 1476 ; gold=0; out=0.61482
Error at index 1477 ; gold=0; out=0.925651
Error at index 1478 ; gold=0; out=0.287577
Error at index 1479 ; gold=0; out=0.792452
Error at index 1480 ; gold=0; out=0.144613
Error at index 1481 ; gold=0; out=0.0424238
Error at index 1482 ; gold=0; out=0.586082
Error at index 1483 ; gold=0; out=0.797442
Error at index 1484 ; gold=0; out=0.484264
Error at index 1485 ; gold=0; out=0.572695
Error at index 1486 ; gold=0; out=0.0592744
Error at index 1487 ; gold=0; out=0.171955
Error at index 1488 ; gold=0; out=0.866483
Error at index 1489 ; gold=0; out=0.10759
Error at index 1490 ; gold=0; out=0.603943
Error at index 1491 ; gold=0; out=0.856386
Error at index 1492 ; gold=0; out=0.253683
Error at index 1493 ; gold=0; out=0.886332
Error at index 1494 ; gold=0; out=0.289814
Error at index 1495 ; gold=0; out=0.837595
Error at index 1496 ; gold=0; out=0.515782
Error at index 1497 ; gold=0; out=0.272562
Error at index 1498 ; gold=0; out=0.239898
Error at index 1499 ; gold=0; out=0.712635
Error at index 1500 ; gold=0; out=0.655218
Error at index 1501 ; gold=0; out=0.564607
Error at index 1502 ; gold=0; out=0.896603
Error at index 1503 ; gold=0; out=0.8032
Error at index 1504 ; gold=0; out=0.646239
Error at index 1505 ; gold=0; out=0.359024
Error at index 1506 ; gold=0; out=0.253503
Error at index 1507 ; gold=0; out=0.261059
Error at index 1508 ; gold=0; out=0.284675
Error at index 1509 ; gold=0; out=0.54108
Error at index 1510 ; gold=0; out=0.053511
Error at index 1511 ; gold=0; out=0.429288
Error at index 1512 ; gold=0; out=0.583504
Error at index 1513 ; gold=0; out=0.639593
Error at index 1514 ; gold=0; out=0.22673
Error at index 1515 ; gold=0; out=0.0677675
Error at index 1516 ; gold=0; out=0.212288
Error at index 1517 ; gold=0; out=0.286005
Error at index 1518 ; gold=0; out=0.239723
Error at index 1519 ; gold=0; out=0.0787712
Error at index 1520 ; gold=0; out=0.393594
Error at index 1521 ; gold=0; out=0.843666
Error at index 1522 ; gold=0; out=0.935157
Error at index 1523 ; gold=0; out=0.647277
Error at index 1524 ; gold=0; out=0.729998
Error at index 1525 ; gold=0; out=0.224972
Error at index 1526 ; gold=0; out=0.484872
Error at index 1527 ; gold=0; out=0.24578
Error at index 1528 ; gold=0; out=0.497534
Error at index 1529 ; gold=0; out=0.72477
Error at index 1530 ; gold=0; out=0.958416
Error at index 1531 ; gold=0; out=0.152752
Error at index 1532 ; gold=0; out=0.289377
Error at index 1533 ; gold=0; out=0.855018
Error at index 1534 ; gold=0; out=0.955952
Error at index 1535 ; gold=0; out=0.935616
Error at index 1536 ; gold=0; out=0.214043
Error at index 1537 ; gold=0; out=0.209454
Error at index 1538 ; gold=0; out=0.196675
Error at index 1539 ; gold=0; out=0.498718
Error at index 1540 ; gold=0; out=0.750534
Error at index 1541 ; gold=0; out=0.250186
Error at index 1542 ; gold=0; out=0.928006
Error at index 1543 ; gold=0; out=0.334038
Error at index 1544 ; gold=0; out=0.889779
Error at index 1545 ; gold=0; out=0.154736
Error at index 1546 ; gold=0; out=0.401806
Error at index 1547 ; gold=0; out=0.102067
Error at index 1548 ; gold=0; out=0.440741
Error at index 1549 ; gold=0; out=0.641528
Error at index 1550 ; gold=0; out=0.180838
Error at index 1551 ; gold=0; out=0.834335
Error at index 1552 ; gold=0; out=0.485194
Error at index 1553 ; gold=0; out=0.115995
Error at index 1554 ; gold=0; out=0.481612
Error at index 1555 ; gold=0; out=0.215192
Error at index 1556 ; gold=0; out=0.340967
Error at index 1557 ; gold=0; out=0.966485
Error at index 1558 ; gold=0; out=0.460973
Error at index 1559 ; gold=0; out=0.8385
Error at index 1560 ; gold=0; out=0.691255
Error at index 1561 ; gold=0; out=0.419388
Error at index 1562 ; gold=0; out=0.991252
Error at index 1563 ; gold=0; out=0.980631
Error at index 1564 ; gold=0; out=0.274407
Error at index 1565 ; gold=0; out=0.947204
Error at index 1566 ; gold=0; out=0.916247
Error at index 1567 ; gold=0; out=0.488449
Error at index 1568 ; gold=0; out=0.156658
Error at index 1569 ; gold=0; out=0.112922
Error at index 1570 ; gold=0; out=0.987167
Error at index 1571 ; gold=0; out=0.907193
Error at index 1572 ; gold=0; out=0.363108
Error at index 1573 ; gold=0; out=0.915173
Error at index 1574 ; gold=0; out=0.241231
Error at index 1575 ; gold=0; out=0.252887
Error at index 1576 ; gold=0; out=0.0699093
Error at index 1577 ; gold=0; out=0.643037
Error at index 1578 ; gold=0; out=0.354954
Error at index 1579 ; gold=0; out=0.51065
Error at index 1580 ; gold=0; out=0.284565
Error at index 1581 ; gold=0; out=0.535792
Error at index 1582 ; gold=0; out=0.344985
Error at index 1583 ; gold=0; out=0.769759
Error at index 1584 ; gold=0; out=0.651787
Error at index 1585 ; gold=0; out=0.826597
Error at index 1586 ; gold=0; out=0.984951
Error at index 1587 ; gold=0; out=0.992754
Error at index 1588 ; gold=0; out=0.793082
Error at index 1589 ; gold=0; out=0.445924
Error at index 1590 ; gold=0; out=0.831254
Error at index 1591 ; gold=0; out=0.484337
Error at index 1592 ; gold=0; out=0.865312
Error at index 1593 ; gold=0; out=0.822507
Error at index 1594 ; gold=0; out=0.464968
Error at index 1595 ; gold=0; out=0.139719
Error at index 1596 ; gold=0; out=0.76971
Error at index 1597 ; gold=0; out=0.381216
Error at index 1598 ; gold=0; out=0.628168
Error at index 1599 ; gold=0; out=0.926369
Error at index 1600 ; gold=0; out=0.494138
Error at index 1601 ; gold=0; out=0.615336
Error at index 1602 ; gold=0; out=0.833561
Error at index 1603 ; gold=0; out=0.857246
Error at index 1604 ; gold=0; out=0.530509
Error at index 1605 ; gold=0; out=0.074792
Error at index 1606 ; gold=0; out=0.110133
Error at index 1607 ; gold=0; out=0.600418
Error at index 1608 ; gold=0; out=0.717829
Error at index 1609 ; gold=0; out=0.465087
Error at index 1610 ; gold=0; out=0.111068
Error at index 1611 ; gold=0; out=0.00239337
Error at index 1613 ; gold=0; out=0.456053
Error at index 1614 ; gold=0; out=0.772152
Error at index 1615 ; gold=0; out=0.652666
Error at index 1616 ; gold=0; out=0.28265
Error at index 1617 ; gold=0; out=0.757104
Error at index 1618 ; gold=0; out=0.64542
Error at index 1619 ; gold=0; out=0.0757325
Error at index 1620 ; gold=0; out=0.203027
Error at index 1621 ; gold=0; out=0.476675
Error at index 1622 ; gold=0; out=0.560069
Error at index 1623 ; gold=0; out=0.0683395
Error at index 1624 ; gold=0; out=0.299181
Error at index 1625 ; gold=0; out=0.0250377
Error at index 1626 ; gold=0; out=0.208058
Error at index 1627 ; gold=0; out=0.0688916
Error at index 1628 ; gold=0; out=0.406253
Error at index 1629 ; gold=0; out=0.836227
Error at index 1630 ; gold=0; out=0.99526
Error at index 1631 ; gold=0; out=0.900392
Error at index 1632 ; gold=0; out=0.451562
Error at index 1633 ; gold=0; out=0.828821
Error at index 1634 ; gold=0; out=0.757638
Error at index 1635 ; gold=0; out=0.982071
Error at index 1636 ; gold=0; out=0.903613
Error at index 1637 ; gold=0; out=0.867771
Error at index 1638 ; gold=0; out=0.582489
Error at index 1639 ; gold=0; out=0.621442
Error at index 1640 ; gold=0; out=0.332858
Error at index 1641 ; gold=0; out=0.693557
Error at index 1642 ; gold=0; out=0.623835
Error at index 1643 ; gold=0; out=0.333737
Error at index 1644 ; gold=0; out=0.14961
Error at index 1645 ; gold=0; out=0.395988
Error at index 1646 ; gold=0; out=0.986404
Error at index 1647 ; gold=0; out=0.43226
Error at index 1648 ; gold=0; out=0.153091
Error at index 1649 ; gold=0; out=0.631824
Error at index 1650 ; gold=0; out=0.507993
Error at index 1651 ; gold=0; out=0.356118
Error at index 1652 ; gold=0; out=0.108499
Error at index 1653 ; gold=0; out=0.0680622
Error at index 1654 ; gold=0; out=0.424458
Error at index 1655 ; gold=0; out=0.40768
Error at index 1656 ; gold=0; out=0.0930999
Error at index 1657 ; gold=0; out=0.632516
Error at index 1658 ; gold=0; out=0.476571
Error at index 1659 ; gold=0; out=0.499353
Error at index 1660 ; gold=0; out=0.468743
Error at index 1661 ; gold=0; out=0.471832
Error at index 1662 ; gold=0; out=0.399745
Error at index 1663 ; gold=0; out=0.920305
Error at index 1664 ; gold=0; out=0.300653
Error at index 1665 ; gold=0; out=0.157383
Error at index 1666 ; gold=0; out=0.902376
Error at index 1667 ; gold=0; out=0.204266
Error at index 1668 ; gold=0; out=0.0251537
Error at index 1669 ; gold=0; out=0.484865
Error at index 1670 ; gold=0; out=0.825708
Error at index 1671 ; gold=0; out=0.358012
Error at index 1672 ; gold=0; out=0.178422
Error at index 1673 ; gold=0; out=0.449543
Error at index 1674 ; gold=0; out=0.691749
Error at index 1675 ; gold=0; out=0.328032
Error at index 1676 ; gold=0; out=0.845531
Error at index 1677 ; gold=0; out=0.678153
Error at index 1678 ; gold=0; out=0.760292
Error at index 1679 ; gold=0; out=0.998622
Error at index 1680 ; gold=0; out=0.309977
Error at index 1681 ; gold=0; out=0.268285
Error at index 1682 ; gold=0; out=0.35474
Error at index 1683 ; gold=0; out=0.418476
Error at index 1684 ; gold=0; out=0.336347
Error at index 1685 ; gold=0; out=0.779198
Error at index 1686 ; gold=0; out=0.826156
Error at index 1687 ; gold=0; out=0.429447
Error at index 1688 ; gold=0; out=0.411714
Error at index 1689 ; gold=0; out=0.302727
Error at index 1690 ; gold=0; out=0.9288
Error at index 1691 ; gold=0; out=0.880457
Error at index 1692 ; gold=0; out=0.774559
Error at index 1693 ; gold=0; out=0.328545
Error at index 1694 ; gold=0; out=0.800762
Error at index 1695 ; gold=0; out=0.0752117
Error at index 1696 ; gold=0; out=0.485928
Error at index 1697 ; gold=0; out=0.703138
Error at index 1698 ; gold=0; out=0.279478
Error at index 1699 ; gold=0; out=0.511081
Error at index 1700 ; gold=0; out=0.188003
Error at index 1701 ; gold=0; out=0.105186
Error at index 1702 ; gold=0; out=0.869093
Error at index 1703 ; gold=0; out=0.366425
Error at index 1704 ; gold=0; out=0.55473
Error at index 1705 ; gold=0; out=0.560843
Error at index 1706 ; gold=0; out=0.694456
Error at index 1707 ; gold=0; out=0.400261
Error at index 1708 ; gold=0; out=0.238996
Error at index 1709 ; gold=0; out=0.454748
Error at index 1710 ; gold=0; out=0.398883
Error at index 1711 ; gold=0; out=0.548973
Error at index 1712 ; gold=0; out=0.723033
Error at index 1713 ; gold=0; out=0.753623
Error at index 1714 ; gold=0; out=0.967449
Error at index 1715 ; gold=0; out=0.0593799
Error at index 1716 ; gold=0; out=0.532821
Error at index 1717 ; gold=0; out=0.793605
Error at index 1718 ; gold=0; out=0.488827
Error at index 1719 ; gold=0; out=0.944536
Error at index 1720 ; gold=0; out=0.0963321
Error at index 1721 ; gold=0; out=0.417627
Error at index 1722 ; gold=0; out=0.824993
Error at index 1723 ; gold=0; out=0.870891
Error at index 1724 ; gold=0; out=0.746172
Error at index 1725 ; gold=0; out=0.625755
Error at index 1726 ; gold=0; out=0.946103
Error at index 1727 ; gold=0; out=0.2321
Error at index 1728 ; gold=0; out=0.328893
Error at index 1729 ; gold=0; out=0.22558
Error at index 1730 ; gold=0; out=0.743182
Error at index 1731 ; gold=0; out=0.516896
Error at index 1732 ; gold=0; out=0.330767
Error at index 1733 ; gold=0; out=0.612275
Error at index 1734 ; gold=0; out=0.883321
Error at index 1735 ; gold=0; out=0.885496
Error at index 1736 ; gold=0; out=0.173118
Error at index 1737 ; gold=0; out=0.577777
Error at index 1738 ; gold=0; out=0.285757
Error at index 1739 ; gold=0; out=0.412114
Error at index 1740 ; gold=0; out=0.032525
Error at index 1741 ; gold=0; out=0.684639
Error at index 1742 ; gold=0; out=0.961087
Error at index 1743 ; gold=0; out=0.755558
Error at index 1744 ; gold=0; out=0.438262
Error at index 1745 ; gold=0; out=0.928536
Error at index 1746 ; gold=0; out=0.814938
Error at index 1747 ; gold=0; out=0.971083
Error at index 1748 ; gold=0; out=0.722141
Error at index 1749 ; gold=0; out=0.303765
Error at index 1750 ; gold=0; out=0.915619
Error at index 1751 ; gold=0; out=0.818473
Error at index 1752 ; gold=0; out=0.721392
Error at index 1753 ; gold=0; out=0.740612
Error at index 1754 ; gold=0; out=0.689364
Error at index 1755 ; gold=0; out=0.467564
Error at index 1756 ; gold=0; out=0.366367
Error at index 1757 ; gold=0; out=0.635467
Error at index 1758 ; gold=0; out=0.699665
Error at index 1759 ; gold=0; out=0.695261
Error at index 1760 ; gold=0; out=0.861047
Error at index 1761 ; gold=0; out=0.442846
Error at index 1762 ; gold=0; out=0.212157
Error at index 1763 ; gold=0; out=0.191814
Error at index 1764 ; gold=0; out=0.0551215
Error at index 1765 ; gold=0; out=0.0954779
Error at index 1766 ; gold=0; out=0.0773099
Error at index 1767 ; gold=0; out=0.22824
Error at index 1768 ; gold=0; out=0.673255
Error at index 1769 ; gold=0; out=0.363067
Error at index 1770 ; gold=0; out=0.640354
Error at index 1771 ; gold=0; out=0.70578
Error at index 1772 ; gold=0; out=0.0477057
Error at index 1773 ; gold=0; out=0.601441
Error at index 1774 ; gold=0; out=0.461338
Error at index 1775 ; gold=0; out=0.485968
Error at index 1776 ; gold=0; out=0.529977
Error at index 1777 ; gold=0; out=0.276275
Error at index 1778 ; gold=0; out=0.457051
Error at index 1779 ; gold=0; out=0.252119
Error at index 1780 ; gold=0; out=0.58004
Error at index 1781 ; gold=0; out=0.37267
Error at index 1782 ; gold=0; out=0.0705922
Error at index 1783 ; gold=0; out=0.301432
Error at index 1784 ; gold=0; out=0.113282
Error at index 1785 ; gold=0; out=0.759956
Error at index 1786 ; gold=0; out=0.768997
Error at index 1787 ; gold=0; out=0.479649
Error at index 1788 ; gold=0; out=0.395423
Error at index 1789 ; gold=0; out=0.468661
Error at index 1790 ; gold=0; out=0.17491
Error at index 1791 ; gold=0; out=0.256471
Error at index 1792 ; gold=0; out=0.911508
Error at index 1793 ; gold=0; out=0.387067
Error at index 1794 ; gold=0; out=0.448285
Error at index 1795 ; gold=0; out=0.966629
Error at index 1796 ; gold=0; out=0.482545
Error at index 1797 ; gold=0; out=0.525594
Error at index 1798 ; gold=0; out=0.194869
Error at index 1799 ; gold=0; out=0.1558
Error at index 1800 ; gold=0; out=0.888661
Error at index 1801 ; gold=0; out=0.835222
Error at index 1802 ; gold=0; out=0.861579
Error at index 1803 ; gold=0; out=0.936367
Error at index 1804 ; gold=0; out=0.436663
Error at index 1805 ; gold=0; out=0.322917
Error at index 1806 ; gold=0; out=0.422335
Error at index 1807 ; gold=0; out=0.966641
Error at index 1808 ; gold=0; out=0.599193
Error at index 1809 ; gold=0; out=0.879386
Error at index 1810 ; gold=0; out=0.218759
Error at index 1811 ; gold=0; out=0.179233
Error at index 1812 ; gold=0; out=0.252056
Error at index 1813 ; gold=0; out=0.289352
Error at index 1814 ; gold=0; out=0.480665
Error at index 1815 ; gold=0; out=0.365338
Error at index 1816 ; gold=0; out=0.049308
Error at index 1817 ; gold=0; out=0.249662
Error at index 1818 ; gold=0; out=0.844987
Error at index 1819 ; gold=0; out=0.444731
Error at index 1820 ; gold=0; out=0.718323
Error at index 1821 ; gold=0; out=0.019897
Error at index 1822 ; gold=0; out=0.701202
Error at index 1823 ; gold=0; out=0.62983
Error at index 1824 ; gold=0; out=0.406964
Error at index 1825 ; gold=0; out=0.149487
Error at index 1826 ; gold=0; out=0.59646
Error at index 1827 ; gold=0; out=0.889509
Error at index 1828 ; gold=0; out=0.675081
Error at index 1829 ; gold=0; out=0.791328
Error at index 1830 ; gold=0; out=0.0453084
Error at index 1831 ; gold=0; out=0.563742
Error at index 1832 ; gold=0; out=0.62655
Error at index 1833 ; gold=0; out=0.906888
Error at index 1834 ; gold=0; out=0.500109
Error at index 1835 ; gold=0; out=0.0632134
Error at index 1836 ; gold=0; out=0.229805
Error at index 1837 ; gold=0; out=0.922443
Error at index 1838 ; gold=0; out=0.029854
Error at index 1839 ; gold=0; out=0.828998
Error at index 1840 ; gold=0; out=0.801829
Error at index 1841 ; gold=0; out=0.248613
Error at index 1842 ; gold=0; out=0.00823064
Error at index 1843 ; gold=0; out=0.0538847
Error at index 1844 ; gold=0; out=0.537965
Error at index 1845 ; gold=0; out=0.488896
Error at index 1846 ; gold=0; out=0.419223
Error at index 1847 ; gold=0; out=0.587273
Error at index 1848 ; gold=0; out=0.738557
Error at index 1849 ; gold=0; out=0.26421
Error at index 1850 ; gold=0; out=0.0320042
Error at index 1851 ; gold=0; out=0.45688
Error at index 1852 ; gold=0; out=0.284107
Error at index 1853 ; gold=0; out=0.733206
Error at index 1854 ; gold=0; out=0.0867105
Error at index 1855 ; gold=0; out=0.691071
Error at index 1856 ; gold=0; out=0.882693
Error at index 1857 ; gold=0; out=0.68317
Error at index 1858 ; gold=0; out=0.580579
Error at index 1859 ; gold=0; out=0.557774
Error at index 1860 ; gold=0; out=0.474498
Error at index 1861 ; gold=0; out=0.625888
Error at index 1862 ; gold=0; out=0.121516
Error at index 1863 ; gold=0; out=0.101048
Error at index 1864 ; gold=0; out=0.532776
Error at index 1865 ; gold=0; out=0.621624
Error at index 1866 ; gold=0; out=0.164262
Error at index 1867 ; gold=0; out=0.762581
Error at index 1868 ; gold=0; out=0.544068
Error at index 1869 ; gold=0; out=0.194116
Error at index 1870 ; gold=0; out=0.591579
Error at index 1871 ; gold=0; out=0.345897
Error at index 1872 ; gold=0; out=0.442729
Error at index 1873 ; gold=0; out=0.599809
Error at index 1874 ; gold=0; out=0.399781
Error at index 1875 ; gold=0; out=0.980694
Error at index 1876 ; gold=0; out=0.0887048
Error at index 1877 ; gold=0; out=0.819004
Error at index 1878 ; gold=0; out=0.567967
Error at index 1879 ; gold=0; out=0.827262
Error at index 1880 ; gold=0; out=0.0832136
Error at index 1881 ; gold=0; out=0.599971
Error at index 1882 ; gold=0; out=0.284142
Error at index 1883 ; gold=0; out=0.36732
Error at index 1884 ; gold=0; out=0.333177
Error at index 1885 ; gold=0; out=0.370853
Error at index 1886 ; gold=0; out=0.0583909
Error at index 1887 ; gold=0; out=0.21587
Error at index 1888 ; gold=0; out=0.0540228
Error at index 1889 ; gold=0; out=0.63897
Error at index 1890 ; gold=0; out=0.773644
Error at index 1891 ; gold=0; out=0.528521
Error at index 1892 ; gold=0; out=0.264858
Error at index 1893 ; gold=0; out=0.895159
Error at index 1894 ; gold=0; out=0.629569
Error at index 1895 ; gold=0; out=0.797634
Error at index 1896 ; gold=0; out=0.516784
Error at index 1897 ; gold=0; out=0.793831
Error at index 1898 ; gold=0; out=0.560215
Error at index 1899 ; gold=0; out=0.0608514
Error at index 1900 ; gold=0; out=0.987947
Error at index 1901 ; gold=0; out=0.151793
Error at index 1902 ; gold=0; out=0.406748
Error at index 1903 ; gold=0; out=0.430676
Error at index 1904 ; gold=0; out=0.751602
Error at index 1905 ; gold=0; out=0.806529
Error at index 1906 ; gold=0; out=0.411371
Error at index 1907 ; gold=0; out=0.840307
Error at index 1908 ; gold=0; out=0.625533
Error at index 1909 ; gold=0; out=0.979338
Error at index 1910 ; gold=0; out=0.667569
Error at index 1911 ; gold=0; out=0.708747
Error at index 1912 ; gold=0; out=0.579309
Error at index 1913 ; gold=0; out=0.951711
Error at index 1914 ; gold=0; out=0.0760671
Error at index 1915 ; gold=0; out=0.912486
Error at index 1916 ; gold=0; out=0.322564
Error at index 1917 ; gold=0; out=0.134458
Error at index 1918 ; gold=0; out=0.128356
Error at index 1919 ; gold=0; out=0.376587
Error at index 1920 ; gold=0; out=0.773428
Error at index 1921 ; gold=0; out=0.902
Error at index 1922 ; gold=0; out=0.905108
Error at index 1923 ; gold=0; out=0.0382865
Error at index 1924 ; gold=0; out=0.797159
Error at index 1925 ; gold=0; out=0.534677
Error at index 1926 ; gold=0; out=0.83592
Error at index 1927 ; gold=0; out=0.313943
Error at index 1928 ; gold=0; out=0.328508
Error at index 1929 ; gold=0; out=0.396135
Error at index 1930 ; gold=0; out=0.374794
Error at index 1931 ; gold=0; out=0.316456
Error at index 1932 ; gold=0; out=0.547928
Error at index 1933 ; gold=0; out=0.781542
Error at index 1934 ; gold=0; out=0.747132
Error at index 1935 ; gold=0; out=0.29953
Error at index 1936 ; gold=0; out=0.588072
Error at index 1937 ; gold=0; out=0.158503
Error at index 1938 ; gold=0; out=0.139837
Error at index 1939 ; gold=0; out=0.213605
Error at index 1940 ; gold=0; out=0.13784
Error at index 1941 ; gold=0; out=0.807407
Error at index 1942 ; gold=0; out=0.922352
Error at index 1943 ; gold=0; out=0.717149
Error at index 1944 ; gold=0; out=0.759118
Error at index 1945 ; gold=0; out=0.998419
Error at index 1946 ; gold=0; out=0.629635
Error at index 1947 ; gold=0; out=0.0816823
Error at index 1948 ; gold=0; out=0.132877
Error at index 1949 ; gold=0; out=0.757991
Error at index 1950 ; gold=0; out=0.458269
Error at index 1951 ; gold=0; out=0.906305
Error at index 1952 ; gold=0; out=0.659991
Error at index 1953 ; gold=0; out=0.363377
Error at index 1954 ; gold=0; out=0.944592
